;FILENAME;URL;TYPE;FICHIER;MASQUE;LUMINOSITE;LUMINOSITE-CORR;CONTRASTE;CONTRASTE-CORR;LUMINOSITE-CORR2;CONTRASTE-CORR2
10522;NORMAL-895;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-895.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-895.png;227.2918311875706;213.0194964262145;0.8021201413427562;0.8021201413427562;215.6735009707649;0.7525773195876289
10586;NORMAL-959;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-959.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-959.png;221.74494692453104;199.2510486459883;0.7832167832167832;0.7832167832167832;202.3653996721773;0.7346938775510204
10627;NORMAL-1000;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-1000.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-1000.png;229.3808682229505;214.87614232502992;0.8345323741007195;0.8345323741007195;217.31424195067223;0.7832167832167832
10654;NORMAL-1027;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-1027.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-1027.png;234.39883222782743;224.0405700159953;0.705685618729097;0.6943521594684385;226.15345812284284;0.6504854368932039
10686;NORMAL-1059;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-1059.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-1059.png;215.6618829767005;195.89135468283357;0.9101123595505618;0.9101123595505618;199.16156268803326;0.8545454545454545
10712;NORMAL-1085;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-1085.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-1085.png;228.37566693884852;211.50522924799495;0.8478260869565217;0.8478260869565217;214.07109918039168;0.795774647887324
10751;NORMAL-1124;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-1124.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-1124.png;231.81588572834755;214.39318352143712;0.795774647887324;0.795774647887324;216.89630545855508;0.7465753424657534
10817;NORMAL-1190;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-1190.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-1190.png;225.14975223990783;207.45980470017116;0.9844357976653696;0.9844357976653696;210.14718385641154;0.9245283018867925
10885;NORMAL-1258;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-1258.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-1258.png;217.2273128935918;203.0276059551907;0.8613138686131386;0.8613138686131386;206.3945522197096;0.8085106382978723
11005;NORMAL-1378;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-1378.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-1378.png;228.5472086441986;217.73446605742663;0.9615384615384616;0.9245283018867924;219.8766145010798;0.8681318681318682
11057;NORMAL-1430;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-1430.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-1430.png;221.33634970526057;192.7769935459335;0.5269461077844312;0.5269461077844312;197.01322484884102;0.49122807017543857
11117;NORMAL-1490;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-1490.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-1490.png;225.23630608158743;210.6404067068601;0.7894736842105263;0.7832167832167832;213.22908953566426;0.7346938775510204
11158;NORMAL-1531;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-1531.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-1531.png;207.93634299392625;184.28179774275452;0.59375;0.59375;188.43946913953175;0.5548780487804879
11187;NORMAL-1560;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-1560.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-1560.png;219.47213118421493;181.56975872753105;0.8681318681318682;0.8681318681318682;185.5577145942153;0.8149466192170819
11311;NORMAL-1684;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-1684.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-1684.png;217.06207984250736;194.575228465006;0.7465753424657534;0.7465753424657534;198.32033597533228;0.7
11330;NORMAL-1703;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-1703.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-1703.png;208.71494726009777;180.66455632487333;1.0;1.0;184.50235835770948;0.9391634980988594
11444;NORMAL-1817;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-1817.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-1817.png;216.4817731345287;182.5005424995246;0.8085106382978723;0.8085106382978723;186.5530187421732;0.7586206896551724
11459;NORMAL-1832;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-1832.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-1832.png;207.86935269180435;186.44771311282872;0.8345323741007195;0.8345323741007195;190.29580930098254;0.7832167832167832
11488;NORMAL-1861;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-1861.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-1861.png;223.1929844185188;207.96634265835957;0.5269461077844312;0.5223880597014925;212.1159147259046;0.4868804664723032
11522;NORMAL-1895;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-1895.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-1895.png;207.52666077560653;184.2479166899699;0.8819188191881919;0.8819188191881919;188.18906526401355;0.8279569892473119
11656;NORMAL-2029;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-2029.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-2029.png;210.8808514446147;188.71165870627848;1.0;0.9921875;192.1055641352963;0.9318181818181818
11736;NORMAL-2109;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-2109.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-2109.png;229.51164975783269;199.11561391930735;0.5887850467289719;0.5887850467289719;203.45556968994558;0.5501519756838906
11983;NORMAL-2356;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-2356.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-2356.png;211.5831813961813;200.51486001275157;0.9172932330827068;0.9172932330827068;203.50237950003412;0.8613138686131386
11999;NORMAL-2372;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-2372.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-2372.png;215.0221585888301;199.12998736032037;0.895910780669145;0.895910780669145;202.1409268165778;0.8411552346570397
12000;NORMAL-2373;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-2373.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-2373.png;215.38997326651827;200.4941331752441;0.6346153846153846;0.6293929712460063;204.51287322028853;0.5887850467289719
12028;NORMAL-2401;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-2401.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-2401.png;228.285790986678;208.6249482667979;1.0;1.0;211.30281581002112;0.9391634980988594
12142;NORMAL-2515;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-2515.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-2515.png;213.81690361405356;176.76585273095378;0.6242038216560509;0.6190476190476191;181.3777857227445;0.5789473684210527
12290;NORMAL-2663;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-2663.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-2663.png;212.60230869900784;173.71822462835985;0.9691119691119692;0.9691119691119692;177.9257180398203;0.9101123595505618
12357;NORMAL-2730;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-2730.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-2730.png;227.69618908065905;205.8864777798906;0.7708333333333334;0.7647058823529411;208.50360358086672;0.7171717171717171
12391;NORMAL-2764;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-2764.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-2764.png;205.5129137257973;183.02626368832563;0.9172932330827068;0.9101123595505618;186.53820208976796;0.8545454545454545
12490;NORMAL-2863;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-2863.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-2863.png;230.213700070469;205.65645798145437;0.5133531157270029;0.5133531157270029;209.92877751941234;0.4782608695652174
12507;NORMAL-2880;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-2880.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-2880.png;200.6334157336048;183.06182257469155;0.8681318681318682;0.8681318681318682;187.1391970101866;0.8149466192170819
12510;NORMAL-2883;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-2883.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-2883.png;193.37591302110715;155.1848748895426;0.9615384615384616;0.9540229885057472;160.19695914956367;0.895910780669145
12519;NORMAL-2892;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-2892.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-2892.png;219.40422366640195;188.0022706681133;0.8681318681318682;0.8681318681318682;191.5797852984423;0.8149466192170819
12529;NORMAL-2902;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-2902.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-2902.png;213.90322255903175;205.65834834062255;0.6139240506329114;0.59375;209.480122568785;0.5548780487804879
12615;NORMAL-2988;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-2988.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-2988.png;205.6257424413597;194.8510866768828;0.7288135593220338;0.722972972972973;198.35516654535283;0.6776315789473685
12633;NORMAL-3006;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-3006.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-3006.png;215.56126888960972;196.2242816075883;0.9172932330827068;0.9172932330827068;199.2901793518612;0.8613138686131386
12665;NORMAL-3038;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-3038.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-3038.png;211.45718727978436;197.37537611436116;0.795774647887324;0.7770034843205574;201.158498083549;0.7288135593220338
12707;NORMAL-3080;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-3080.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-3080.png;216.3423004216955;184.83569535016383;0.8888888888888888;0.8819188191881919;188.74847441164138;0.8279569892473119
12786;NORMAL-3159;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-3159.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-3159.png;219.8434469413094;180.8961421013188;0.8149466192170819;0.8149466192170819;185.07027954966938;0.7647058823529411
12798;NORMAL-3171;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-3171.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-3171.png;217.72341472690465;196.62475811232537;0.9540229885057472;0.9465648854961832;199.59885394514453;0.8888888888888888
12828;NORMAL-3201;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-3201.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-3201.png;201.4233174125569;190.2115188868133;0.7832167832167832;0.7770034843205574;194.09111363997488;0.7288135593220338
12838;NORMAL-3211;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-3211.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-3211.png;212.01702441807137;199.41089025849823;0.9691119691119692;0.9465648854961832;202.10470403166448;0.8888888888888888
12921;NORMAL-3294;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-3294.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-3294.png;206.85076229572377;193.65552958020604;0.7894736842105263;0.7894736842105263;197.48984469722063;0.7406143344709898
12930;NORMAL-3303;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-3303.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-3303.png;220.4181944273554;201.28849789152247;0.6776315789473685;0.6776315789473685;204.66662249153336;0.6346153846153846
12996;NORMAL-3369;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-3369.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-3369.png;213.5256093332289;183.63278934240108;0.7894736842105263;0.7894736842105263;187.4391940013992;0.7406143344709898
13044;NORMAL-3417;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-3417.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-3417.png;193.65082046062125;179.71546179572937;1.0;1.0;183.644826301826;0.9391634980988594
13074;NORMAL-3447;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-3447.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-3447.png;215.52931175266497;191.06477556179465;0.8819188191881919;0.8819188191881919;194.55426944571047;0.8279569892473119
13092;NORMAL-3465;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-3465.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-3465.png;204.92246171743045;182.15611682195947;0.6088328075709779;0.6088328075709779;186.67729599439318;0.5692307692307692
13133;NORMAL-3506;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-3506.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-3506.png;190.2262726367714;164.48205277345892;1.0;0.9921875;168.95932880333848;0.9318181818181818
13138;NORMAL-3511;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-3511.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-3511.png;204.81566201720335;177.7025648482679;1.0;0.9921875;182.3555937800069;0.9318181818181818
13343;NORMAL-3716;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-3716.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-3716.png;191.5270970123377;170.35416829789375;0.8478260869565217;0.8478260869565217;174.7511348408216;0.795774647887324
13489;NORMAL-3862;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-3862.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-3862.png;217.0084115390208;187.2721781635552;0.9245283018867924;0.9245283018867924;190.71188567407864;0.8681318681318682
13532;NORMAL-3905;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-3905.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-3905.png;203.9585686960996;181.356539636022;0.7832167832167832;0.7832167832167832;185.21625942288617;0.7346938775510204
13557;NORMAL-3930;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-3930.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-3930.png;219.10679970022707;203.2077940962629;0.8214285714285714;0.8149466192170819;206.32777802734242;0.7647058823529411
13600;NORMAL-3973;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-3973.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-3973.png;191.9988255164931;164.83144483842463;0.9172932330827068;0.9101123595505618;169.11321282194294;0.8545454545454545
13654;NORMAL-4027;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-4027.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-4027.png;225.6276775427568;212.97211440587915;0.6612377850162866;0.6612377850162866;215.77197991273155;0.6190476190476191
13734;NORMAL-4107;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\NORMAL-4107.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\NORMAL-4107.png;208.45444681826825;179.60992606346684;0.8681318681318682;0.8613138686131386;183.3919527414565;0.8085106382978723
